epoch,lr,target_pos_x,target_pos_y,total,pulse,silence,contrast,efficiency,pre_pulse,frequency,frequency_loss,target_peak,sidelobe_peak,total_energy,trajectory_length,trajectory_penalty,jerk,jerk_penalty,trajectory_region,trajectory_region_penalty,target_band_power,off_band_power
483,0.001,0.05,0.05,0.1296910047531128,-1.6600075960159302,0.00013812814722768962,0.1611737608909607,0.007577704731374979,0.0016632910119369626,0.22761817276477814,0.00455236341804266,0.0016600076342001557,0.002441741293296218,2.095708993010703e-07,0.05233168974518776,0.005233169067651033,3.5603946457740676e-08,3.560394479240614e-10,0.027725884690880775,1.3862942457199097,0.15656328201293945,0.0007127330172806978
484,0.001,0.05,0.05,0.1307206153869629,-1.661228895187378,0.00013886010856367648,0.16293662786483765,0.00759638799354434,0.001659889705479145,0.22807903587818146,0.004561580717563629,0.001661228947341442,0.0024599807802587748,2.1039573994130478e-07,0.05244452506303787,0.005244452506303787,3.5831362765748054e-08,3.5831362876770356e-10,0.027725884690880775,1.3862942457199097,0.1588200330734253,0.0007244704756885767
485,0.001,0.05,0.05,0.12583160400390625,-1.6607340574264526,0.00013831540127284825,0.1575334668159485,0.007580307777971029,0.0016643983544781804,0.22816400229930878,0.004563279915601015,0.0016607340658083558,0.002405701670795679,2.0982577098038746e-07,0.051909804344177246,0.0051909806206822395,3.5350716132143134e-08,3.5350714022719387e-10,0.027725884690880775,1.3862942457199097,0.15833070874214172,0.00072250742232427
486,0.001,0.05,0.05,0.1318122148513794,-1.656068205833435,0.0001372323022224009,0.15499722957611084,0.007583399303257465,0.0016693460056558251,0.23208576440811157,0.004641715437173843,0.001656068256124854,0.0023780064657330513,2.0873777373253688e-07,0.051134221255779266,0.005113422404974699,3.415519245208998e-08,3.415519256311228e-10,0.027725884690880775,1.3862942457199097,0.15503615140914917,0.000719633768312633
487,0.001,0.05,0.05,0.1251053810119629,-1.6608757972717285,0.000137672497658059,0.1566901057958603,0.007557486183941364,0.0016732364892959595,0.2285301685333252,0.004570603370666504,0.0016608757432550192,0.0023973388597369194,2.0922962562508474e-07,0.050982765853405,0.005098276771605015,3.3731328841213326e-08,3.3731328841213326e-10,0.027725884690880775,1.3862942457199097,0.15714766085147858,0.0007182597182691097
488,0.001,0.05,0.05,0.1335834264755249,-1.6681807041168213,0.00013929366832599044,0.16285014152526855,0.007548245135694742,0.0016714015509933233,0.23807990550994873,0.004761598072946072,0.0016681806882843375,0.0024625917430967093,2.108094037112096e-07,0.051809169352054596,0.005180917214602232,3.3730945148136016e-08,3.373094303871227e-10,0.027725884690880775,1.3862942457199097,0.16223075985908508,0.0007724777678959072
489,0.001,0.05,0.05,0.13926160335540771,-1.6697505712509155,0.00013969391875434667,0.16781604290008545,0.007547353394329548,0.0016705020098015666,0.2403203845024109,0.004806407727301121,0.0016697505488991737,0.0025130356661975384,2.1117999438047264e-07,0.05223976820707321,0.005223976913839579,3.327241770989531e-08,3.327241815398452e-10,0.027725884690880775,1.3862942457199097,0.16263270378112793,0.0007816791185177863
490,0.001,0.05,0.05,0.13577044010162354,-1.6694679260253906,0.0001392125996062532,0.16882842779159546,0.007531852927058935,0.0016705357702448964,0.23556633293628693,0.00471132667735219,0.001669467892497778,0.002523018280044198,2.1067519639927923e-07,0.052076250314712524,0.005207625217735767,3.2766457991328934e-08,3.2766456214972095e-10,0.027725884690880775,1.3862942457199097,0.16087660193443298,0.0007579422672279179
491,0.001,0.05,0.05,0.1351531744003296,-1.6637226343154907,0.00013803351612295955,0.16360534727573395,0.007539094891399145,0.001666881493292749,0.2344888597726822,0.00468977726995945,0.0016637226799502969,0.002467914717271924,2.094340345593082e-07,0.05143321305513382,0.005143321584910154,3.231761169786296e-08,3.2317609699461514e-10,0.027725884690880775,1.3862942457199097,0.15723605453968048,0.0007374021806754172
492,0.001,0.05,0.05,0.13328194618225098,-1.6617733240127563,0.0001378481974825263,0.1584814190864563,0.007550538517534733,0.0016665230505168438,0.23580673336982727,0.004716134630143642,0.0016617733053863049,0.002415700815618038,2.0926245269947685e-07,0.05117850750684738,0.005117850843816996,3.253252245372096e-08,3.253252112145333e-10,0.027725884690880775,1.3862942457199097,0.15694822371006012,0.0007401890470646322
493,0.001,0.05,0.05,0.12959575653076172,-1.6653292179107666,0.00013867815141566098,0.16458410024642944,0.0075502097606658936,0.001669754390604794,0.22954712808132172,0.004590942524373531,0.0016653292113915086,0.0024785054847598076,2.1014658102558315e-07,0.051408737897872925,0.005140874069184065,3.342086074553663e-08,3.3420860523492024e-10,0.027725884690880775,1.3862942457199097,0.16020536422729492,0.0007354936678893864
494,0.001,0.05,0.05,0.13701903820037842,-1.666553258895874,0.0001389625103911385,0.16857127845287323,0.007546658162027597,0.0016737376572564244,0.23419906198978424,0.00468398118391633,0.0016665533185005188,0.0025189893785864115,2.1035553743331548e-07,0.05148431658744812,0.0051484317518770695,3.421116545609948e-08,3.4211164456898757e-10,0.027725884690880775,1.3862942457199097,0.16257457435131073,0.0007614963105879724
495,0.001,0.05,0.05,0.13641393184661865,-1.6649500131607056,0.00013836620200891048,0.16672645509243011,0.007538390811532736,0.0016751004150137305,0.23386722803115845,0.0046773445792496204,0.0016649500466883183,0.0024997396394610405,2.0972245806660794e-07,0.05124140530824661,0.005124140530824661,3.4458636832823686e-08,3.4458635944645266e-10,0.027725884690880775,1.3862942457199097,0.16156625747680664,0.0007557010976597667
496,0.001,0.05,0.05,0.13234460353851318,-1.6610760688781738,0.00013736596156377345,0.15846362709999084,0.007539346348494291,0.0016781329177320004,0.23422770202159882,0.004684553947299719,0.0016610760940238833,0.0024151743855327368,2.0877759254744888e-07,0.050803013145923615,0.0050803013145923615,3.415364346892602e-08,3.415364380199293e-10,0.027725884690880775,1.3862942457199097,0.15807349979877472,0.0007405038923025131
497,0.001,0.05,0.05,0.1287233829498291,-1.6626555919647217,0.00013764829782303423,0.15866325795650482,0.007537247147411108,0.001678994158282876,0.2319553792476654,0.00463910773396492,0.0016626556171104312,0.002417960437014699,2.091151714012085e-07,0.05112146586179733,0.005112146493047476,3.429567030366343e-08,3.42956690824181e-10,0.027725884690880775,1.3862942457199097,0.1588236689567566,0.0007368001970462501
498,0.001,0.05,0.05,0.13086247444152832,-1.6682393550872803,0.0001386717049172148,0.16462500393390656,0.007520736660808325,0.0016798212891444564,0.23365843296051025,0.004673168528825045,0.0016682393616065383,0.002480369759723544,2.10055873139936e-07,0.05184882879257202,0.005184882786124945,3.5079736449006305e-08,3.5079736337984e-10,0.027725884690880775,1.3862942457199097,0.16270676255226135,0.0007603561971336603
499,0.001,0.05,0.05,0.13401579856872559,-1.6683814525604248,0.00013895411393605173,0.1663946956396103,0.007527933921664953,0.001677025924436748,0.23514814674854279,0.004702962934970856,0.001668381504714489,0.002498137764632702,2.1029259755778185e-07,0.05216076970100403,0.005216076970100403,3.5327257563722014e-08,3.532725778576662e-10,0.027725884690880775,1.3862942457199097,0.16301178932189941,0.0007666384917683899
500,0.001,0.05,0.05,0.1289355754852295,-1.6676788330078125,0.00013865459186490625,0.16319063305854797,0.007526017259806395,0.001675766077823937,0.23262152075767517,0.0046524303033947945,0.0016676788218319416,0.0024657456669956446,2.1006260908507102e-07,0.051676034927368164,0.005167603492736816,3.5048039137564047e-08,3.5048039470630954e-10,0.027725884690880775,1.3862942457199097,0.16136647760868073,0.0007507463451474905
501,0.001,0.05,0.05,0.12726032733917236,-1.6677305698394775,0.00013862831110600382,0.16197136044502258,0.007529994938522577,0.0016758233541622758,0.23227283358573914,0.004645456559956074,0.0016677306266501546,0.002453578868880868,2.1018665563588002e-07,0.051080457866191864,0.005108045879751444,3.491115307951986e-08,3.4911151747252234e-10,0.027725884690880775,1.3862942457199097,0.1604703664779663,0.000745458179153502
502,0.001,0.05,0.05,0.12621581554412842,-1.66719388961792,0.0001391219993820414,0.16344167292118073,0.007560157682746649,0.0016727906186133623,0.22919633984565735,0.004583926871418953,0.0016671938356012106,0.002468013670295477,2.108932477540293e-07,0.051054731011390686,0.005105473101139069,3.4945944804576357e-08,3.4945943361286425e-10,0.027725884690880775,1.3862942457199097,0.16052952408790588,0.0007358556613326073
503,0.001,0.05,0.05,0.12967097759246826,-1.6646028757095337,0.00013938678603153676,0.16499458253383636,0.007595157716423273,0.0016641675028949976,0.228435218334198,0.004568704403936863,0.0016646028961986303,0.002482247306033969,2.1121394411238725e-07,0.05151141434907913,0.005151141434907913,3.5254778651960805e-08,3.5254776875603966e-10,0.027725884690880775,1.3862942457199097,0.15974535048007965,0.0007298293639905751
504,0.001,0.05,0.05,0.1296839714050293,-1.6596362590789795,0.00013837218284606934,0.16094988584518433,0.007599420379847288,0.0016610381426289678,0.22754357755184174,0.004550871439278126,0.0016596362693235278,0.002439317060634494,2.1007780048876157e-07,0.051336415112018585,0.005133641418069601,3.513824253786879e-08,3.5138242315824186e-10,0.027725884690880775,1.3862942457199097,0.15646634995937347,0.0007120583322830498
505,0.001,0.05,0.05,0.12652361392974854,-1.6625372171401978,0.00013814400881528854,0.15791817009449005,0.0075609381310641766,0.0016651994083076715,0.2303714156150818,0.004607428330928087,0.0016625372227281332,0.0024104502517729998,2.0974268011286767e-07,0.051125213503837585,0.0051125213503837585,3.542631787922801e-08,3.54263174351388e-10,0.027725884690880775,1.3862942457199097,0.15646380186080933,0.0007208958268165588
506,0.001,0.05,0.05,0.12309706211090088,-1.6633213758468628,0.00013823194603901356,0.15670935809612274,0.007555150892585516,0.0016644474817439914,0.22891098260879517,0.004578219726681709,0.0016633213963359594,0.0023987542372196913,2.0977918779863103e-07,0.051461175084114075,0.00514611741527915,3.597898512452957e-08,3.597898368123964e-10,0.027725884690880775,1.3862942457199097,0.15724264085292816,0.000719891453627497
507,0.001,0.05,0.05,0.1280198097229004,-1.6582504510879517,0.00013803824549540877,0.15967246890068054,0.007590919267386198,0.0016580892261117697,0.22568848729133606,0.004513769876211882,0.0016582504613325,0.0024258499033749104,2.094937627816762e-07,0.05228060856461525,0.0052280607633292675,3.660183978126952e-08,3.6601838226957284e-10,0.027725884690880775,1.3862942457199097,0.15700601041316986,0.0007086890400387347
508,0.001,0.05,0.05,0.13307392597198486,-1.6585890054702759,0.0001386470248689875,0.16354751586914062,0.007608146406710148,0.0016569815343245864,0.22709409892559052,0.00454188184812665,0.0016585889970883727,0.0024647696409374475,2.100546367955758e-07,0.05323266237974167,0.005323266144841909,3.72760027289587e-08,3.727600172975798e-10,0.027725884690880775,1.3862942457199097,0.15910328924655914,0.0007226283778436482
509,0.001,0.05,0.05,0.13054347038269043,-1.6594533920288086,0.00013800046872347593,0.16229942440986633,0.007571999914944172,0.0016661806730553508,0.22671888768672943,0.004534377716481686,0.0016594533808529377,0.0024527208879590034,2.0927383559410373e-07,0.05308020859956741,0.005308020859956741,3.723146946299494e-08,3.7231467908682703e-10,0.027725884690880775,1.3862942457199097,0.15858377516269684,0.000719078816473484
510,0.001,0.05,0.05,0.12968623638153076,-1.658022403717041,0.00013704535376746207,0.15681038796901703,0.007548951543867588,0.001677527790889144,0.23001089692115784,0.004600218031555414,0.001658022403717041,0.002397115109488368,2.0827845048643212e-07,0.05229577049612999,0.0052295769564807415,3.650727364856721e-08,3.6507272205277275e-10,0.027725884690880775,1.3862942457199097,0.1561850905418396,0.0007184855057857931
511,0.001,0.05,0.05,0.12651026248931885,-1.6622554063796997,0.00013745400065090507,0.15912601351737976,0.007526086177676916,0.001684136688709259,0.2287808060646057,0.004575616214424372,0.0016622553812339902,0.0024223877117037773,2.087053445620768e-07,0.05216994881629944,0.005216994788497686,3.623895139526212e-08,3.6238950729128305e-10,0.027725884690880775,1.3862942457199097,0.15784521400928497,0.0007222392014227808
512,0.001,0.05,0.05,0.12796247005462646,-1.6636271476745605,0.00013793431571684778,0.1610037386417389,0.007531838957220316,0.001682269386947155,0.22971521317958832,0.004594304133206606,0.001663627102971077,0.002441850956529379,2.0920850829497795e-07,0.05224289745092392,0.005224289838224649,3.6052700380651004e-08,3.605269971451719e-10,0.027725884690880775,1.3862942457199097,0.15950235724449158,0.0007328024366870522
513,0.001,0.05,0.05,0.12563931941986084,-1.6612646579742432,0.00013786580529995263,0.15915539860725403,0.007551196962594986,0.0016754494281485677,0.22687087953090668,0.0045374175533652306,0.001661264686845243,0.0024221863131970167,2.0915305753987923e-07,0.052188798785209656,0.005218879785388708,3.578856677677322e-08,3.578856655472862e-10,0.027725884690880775,1.3862942457199097,0.15918725728988647,0.0007222990971058607
514,0.001,0.05,0.05,0.12620437145233154,-1.6619670391082764,0.00013838084123563021,0.16072238981723785,0.007564959581941366,0.0016674059443175793,0.22655604779720306,0.004531120881438255,0.0016619670204818249,0.0024382073897868395,2.097108335874509e-07,0.05228009819984436,0.005228010006248951,3.601735443226062e-08,3.6017352988970686e-10,0.027725884690880775,1.3862942457199097,0.16034600138664246,0.0007265472086146474
515,0.001,0.05,0.05,0.12944471836090088,-1.6596627235412598,0.00013802638568449765,0.15988381206989288,0.007573884911835194,0.0016598927322775126,0.22834700345993042,0.004566940013319254,0.0016596626956015825,0.0024286694824695587,2.0937852696079062e-07,0.052105408161878586,0.005210540723055601,3.597642006525348e-08,3.5976419066052756e-10,0.027725884690880775,1.3862942457199097,0.1581050008535385,0.0007220561383292079
516,0.001,0.05,0.05,0.12707805633544922,-1.662560224533081,0.00013777159620076418,0.1584315448999405,0.007537826895713806,0.0016624636482447386,0.23039127886295319,0.004607825540006161,0.001662560272961855,0.0024155955761671066,2.0910735543111514e-07,0.05183104798197746,0.005183104891330004,3.59643834713097e-08,3.596438147290826e-10,0.027725884690880775,1.3862942457199097,0.1575971245765686,0.0007261800928972661
517,0.001,0.05,0.05,0.126609206199646,-1.6683517694473267,0.00013847005902789533,0.1595780998468399,0.007509961258620024,0.0016657460946589708,0.2345535159111023,0.004691070411354303,0.0016683518188074231,0.002429956803098321,2.09783081572823e-07,0.05220850557088852,0.0052208504639565945,3.637839895986872e-08,3.6378397516578787e-10,0.027725884690880775,1.3862942457199097,0.16006390750408173,0.000750871142372489
518,0.001,0.05,0.05,0.13267993927001953,-1.668238878250122,0.00013856045552529395,0.1653243750333786,0.0075149680487811565,0.0016665566945448518,0.23475094139575958,0.004695018753409386,0.001668238895945251,0.0024873632937669754,2.0989462257148261e-07,0.052292391657829285,0.005229239352047443,3.6214707677117985e-08,3.6214706233828053e-10,0.027725884690880775,1.3862942457199097,0.15979625284671783,0.0007502464577555656
519,0.001,0.05,0.05,0.13147366046905518,-1.6654623746871948,0.00013818289153277874,0.1662893295288086,0.007526884321123362,0.0016676447121426463,0.2298118770122528,0.004596237558871508,0.0016654623905196786,0.0024956243578344584,2.0953075363649987e-07,0.05207926034927368,0.005207926034927368,3.5827685707090495e-08,3.5827685263001285e-10,0.027725884690880775,1.3862942457199097,0.15844115614891052,0.0007282332517206669
520,0.001,0.05,0.05,0.1362694501876831,-1.6591682434082031,0.00013762737216893584,0.16281819343566895,0.007564297411590815,0.0016658093081787229,0.23178178071975708,0.0046356357634067535,0.0016591682797297835,0.002457766095176339,2.0898937691526953e-07,0.051757194101810455,0.005175719503313303,3.531239300968991e-08,3.531239189946689e-10,0.027725884690880775,1.3862942457199097,0.15656407177448273,0.0007257740944623947
521,0.001,0.05,0.05,0.13258016109466553,-1.6597511768341064,0.00013814093836117536,0.16218335926532745,0.0075812614522874355,0.0016661349218338728,0.2292984127998352,0.00458596833050251,0.001659751171246171,0.0024517092388123274,2.096047353461472e-07,0.051696281880140305,0.0051696281880140305,3.537595816283101e-08,3.53759577187418e-10,0.027725884690880775,1.3862942457199097,0.15845194458961487,0.0007266556494869292
522,0.001,0.05,0.05,0.13162493705749512,-1.6653172969818115,0.00013935452443547547,0.16470137238502502,0.007579938508570194,0.0016698648687452078,0.23137839138507843,0.00462756771594286,0.0016653173370286822,0.0024796724319458008,2.109710379727403e-07,0.05179014429450035,0.0051790145225822926,3.595534892042451e-08,3.595534703304537e-10,0.027725884690880775,1.3862942457199097,0.16219952702522278,0.0007505893590860069
523,0.001,0.05,0.05,0.134848952293396,-1.6684719324111938,0.00013908151595387608,0.16723394393920898,0.007541285362094641,0.0016785728512331843,0.23529182374477386,0.004705836530774832,0.0016684719594195485,0.0025065753143280745,2.1068832722903608e-07,0.0514189638197422,0.005141896661370993,3.609088139455707e-08,3.609088028433405e-10,0.027725884690880775,1.3862942457199097,0.16233181953430176,0.0007639070972800255
524,0.001,0.05,0.05,0.13134002685546875,-1.6668707132339478,0.0001379401801386848,0.1625232994556427,0.00751646189019084,0.0016845283098518848,0.2349836826324463,0.004699673503637314,0.001666870666667819,0.002458668313920498,2.0959335245152033e-07,0.050706084817647934,0.005070608574897051,3.5638098694334985e-08,3.563809802820117e-10,0.027725884690880775,1.3862942457199097,0.1589011251926422,0.0007467834511771798
525,0.001,0.05,0.05,0.1355651617050171,-1.6605267524719238,0.00013740890426561236,0.15884236991405487,0.007558085024356842,0.0016819217707961798,0.23653361201286316,0.004730672109872103,0.001660526730120182,0.0024186871014535427,2.0915858556236344e-07,0.05044165998697281,0.005044165998697281,3.507533818947195e-08,3.5075337079248925e-10,0.027725884690880775,1.3862942457199097,0.15589116513729095,0.0007374700508080423
526,0.001,0.05,0.05,0.1269667148590088,-1.663358211517334,0.0001382677146466449,0.16004610061645508,0.0075674764811992645,0.0016810618108138442,0.22951164841651917,0.004590232856571674,0.0016633581835776567,0.0024321400560438633,2.1013069329001155e-07,0.050861164927482605,0.0050861164927482605,3.4990584651950485e-08,3.499058265354904e-10,0.027725884690880775,1.3862942457199097,0.15812048316001892,0.0007258098921738565
527,0.001,0.05,0.05,0.13082540035247803,-1.6695513725280762,0.00013989760191179812,0.16393153369426727,0.007569883018732071,0.0016793154645711184,0.23560822010040283,0.004712164402008057,0.0016695513622835279,0.0024740910157561302,2.1176003883738304e-07,0.05153607577085495,0.005153607577085495,3.535093640039122e-08,3.535093606732431e-10,0.027725884690880775,1.3862942457199097,0.16325201094150543,0.0007692704093642533
528,0.001,0.05,0.05,0.1375291347503662,-1.6688357591629028,0.00014025667042005807,0.1674698144197464,0.007585587445646524,0.0016736722318455577,0.2380290925502777,0.004760582000017166,0.0016688357573002577,0.0025091159623116255,2.1201813638072053e-07,0.05171981453895569,0.005171981640160084,3.546209015325985e-08,3.546208882099222e-10,0.027725884690880775,1.3862942457199097,0.16388534009456635,0.0007801897008903325
529,0.001,0.05,0.05,0.1284579038619995,-1.6697053909301758,0.00013956846669316292,0.16426745057106018,0.0075547173619270325,0.0016745419707149267,0.2331211268901825,0.004662422463297844,0.0016697053797543049,0.002477527130395174,2.1137464045750676e-07,0.051116280257701874,0.005111628212034702,3.500590750604715e-08,3.500590650684643e-10,0.027725884690880775,1.3862942457199097,0.1615496277809143,0.000753212661948055
530,0.001,0.05,0.05,0.1342843770980835,-1.6625101566314697,0.00013745548494625837,0.15631476044654846,0.007538861129432917,0.0016754326643422246,0.23984263837337494,0.004796852823346853,0.0016625100979581475,0.0023944026324898005,2.0912347054036218e-07,0.04991097375750542,0.004991097375750542,3.3913959640585745e-08,3.3913957753206603e-10,0.027725884690880775,1.3862942457199097,0.15542995929718018,0.0007455747108906507
531,0.001,0.05,0.05,0.14034080505371094,-1.661044716835022,0.0001369173260172829,0.15631219744682312,0.007529682945460081,0.0016755458200350404,0.2444879114627838,0.004889758303761482,0.00166104466188699,0.00239364430308342,2.0850211512879469e-07,0.04948991909623146,0.004948991816490889,3.353157751462277e-08,3.353157751462277e-10,0.027725884690880775,1.3862942457199097,0.15396539866924286,0.0007528536953032017
532,0.001,0.05,0.05,0.12880253791809082,-1.6679939031600952,0.00013774115359410644,0.15832674503326416,0.00749575812369585,0.0016776458360254765,0.23788942396640778,0.004757788497954607,0.0016679939581081271,0.0024172645062208176,2.0929684296788764e-07,0.04974920302629471,0.004974920302629471,3.356328548420606e-08,3.356328548420606e-10,0.027725884690880775,1.3862942457199097,0.15770584344863892,0.0007503311499021947
533,0.001,0.05,0.05,0.13168644905090332,-1.669273018836975,0.00013912850408814847,0.1630633920431137,0.007531194481998682,0.001669637975282967,0.2371980845928192,0.004743961617350578,0.0016692730132490396,0.002465270459651947,2.106077658936556e-07,0.050638265907764435,0.005063826683908701,3.390417191440065e-08,3.390417113724453e-10,0.027725884690880775,1.3862942457199097,0.16272005438804626,0.0007719377754256129
534,0.001,0.05,0.05,0.13443255424499512,-1.6656402349472046,0.000139566560392268,0.16286391019821167,0.007577985059469938,0.0016609638696536422,0.2364172637462616,0.004728345200419426,0.0016656402731314301,0.002461459254845977,2.1099818070524634e-07,0.0511874258518219,0.00511874258518219,3.3645321195763245e-08,3.3645319863495615e-10,0.027725884690880775,1.3862942457199097,0.1638481169939041,0.0007747305207885802
535,0.001,0.05,0.05,0.13009285926818848,-1.6649702787399292,0.00013935034803580493,0.16164301335811615,0.0075743417255580425,0.0016622442053630948,0.23262952268123627,0.004652590490877628,0.0016649703029543161,0.002448915271088481,2.1072773392916133e-07,0.05120348185300827,0.005120348185300827,3.341668275425036e-08,3.341668330936187e-10,0.027725884690880775,1.3862942457199097,0.16334833204746246,0.0007599929813295603
536,0.001,0.05,0.05,0.1263260841369629,-1.6640892028808594,0.0001381950860377401,0.1585284173488617,0.007536711636930704,0.001666052034124732,0.23117482662200928,0.004623496439307928,0.001664089155383408,0.002417328767478466,2.094597277846333e-07,0.05076732486486435,0.005076732486486435,3.332548814682923e-08,3.33254868145616e-10,0.027725884690880775,1.3862942457199097,0.1599617749452591,0.0007395827560685575
537,0.001,0.05,0.05,0.13313090801239014,-1.66372811794281,0.00013706431491300464,0.15553563833236694,0.007495831232517958,0.0016747437184676528,0.240709587931633,0.004814191721379757,0.0016637281514704227,0.0023872205056250095,2.0823352997467737e-07,0.05011869966983795,0.005011870060116053,3.3201075666511315e-08,3.3201075222422105e-10,0.027725884690880775,1.3862942457199097,0.1571306586265564,0.0007564571569673717
538,0.001,0.05,0.05,0.1315937042236328,-1.6668727397918701,0.00013708497863262892,0.15676331520080566,0.007466394454240799,0.0016816314309835434,0.24111440777778625,0.004822288174182177,0.001666872762143612,0.0024010695051401854,2.0819777546421392e-07,0.05009341239929199,0.005009341519325972,3.348181820683749e-08,3.348181731865907e-10,0.027725884690880775,1.3862942457199097,0.15791302919387817,0.0007615021895617247
539,0.001,0.05,0.05,0.12948930263519287,-1.670019507408142,0.00013804899936076254,0.1612035483121872,0.007474175188690424,0.0016844634665176272,0.23766015470027924,0.004753203131258488,0.001670019468292594,0.002447045175358653,2.0919954124565265e-07,0.05054190009832382,0.005054190289229155,3.4068591503455536e-08,3.4068589616076395e-10,0.027725884690880775,1.3862942457199097,0.16140785813331604,0.0007672044448554516
540,0.001,0.05,0.05,0.1291126012802124,-1.6685723066329956,0.0001388045056955889,0.162331223487854,0.007520477753132582,0.0016814516857266426,0.23461531102657318,0.004692306276410818,0.0016685723094269633,0.0024575984571129084,2.1013218542975665e-07,0.05103500932455063,0.00510350102558732,3.4097588752501906e-08,3.4097588641479604e-10,0.027725884690880775,1.3862942457199097,0.16319605708122253,0.0007657659589312971
541,0.001,0.05,0.05,0.1276850700378418,-1.6650460958480835,0.00013889334513805807,0.1622159481048584,0.007562057115137577,0.001675894483923912,0.22973251342773438,0.0045946501195430756,0.0016650460893288255,0.0024546824861317873,2.1040503384028852e-07,0.051117055118083954,0.005111705511808395,3.3868371218659377e-08,3.386836922025793e-10,0.027725884690880775,1.3862942457199097,0.1625548005104065,0.0007468825206160545
542,0.001,0.05,0.05,0.12573754787445068,-1.661708950996399,0.0001382452028337866,0.15753914415836334,0.0075696795247495174,0.0016737787518650293,0.22915774583816528,0.004583154805004597,0.0016617089277133346,0.002406246028840542,2.0977675774247473e-07,0.050736457109451294,0.005073645617812872,3.365725120829666e-08,3.365724920989521e-10,0.027725884690880775,1.3862942457199097,0.15985392034053802,0.0007326353224925697
543,0.001,0.05,0.05,0.1246110200881958,-1.6644928455352783,0.00013818823208566755,0.15882530808448792,0.007539980113506317,0.0016749582719057798,0.22956912219524384,0.004591382574290037,0.0016644928837195039,0.0024204994551837444,2.0965190117294696e-07,0.05062101036310196,0.0050621009431779385,3.381656199508143e-08,3.38165606628138e-10,0.027725884690880775,1.3862942457199097,0.15946537256240845,0.0007321666344068944
544,0.001,0.05,0.05,0.1263054609298706,-1.669567346572876,0.00013897722237743437,0.1607843041419983,0.007522252853959799,0.0016759556019678712,0.23436790704727173,0.004687358159571886,0.0016695673111826181,0.0024426267482340336,2.1043163656031538e-07,0.05089292675256729,0.005089292768388987,3.4526021153169495e-08,3.452602093112489e-10,0.027725884690880775,1.3862942457199097,0.16127140820026398,0.0007559368968941271
545,0.001,0.05,0.05,0.1257314682006836,-1.670363187789917,0.00013900564226787537,0.16028490662574768,0.007520444691181183,0.001674291561357677,0.23509521782398224,0.004701904486864805,0.001670363242737949,0.002438030671328306,2.1058096422166273e-07,0.05086486041545868,0.005086486227810383,3.477826382436433e-08,3.4778263602319726e-10,0.027725884690880775,1.3862942457199097,0.15997910499572754,0.0007522065425291657
546,0.001,0.05,0.05,0.12460219860076904,-1.6651971340179443,0.00013850165123585612,0.1596173346042633,0.007551934570074081,0.0016667409799993038,0.22944067418575287,0.00458881352096796,0.001665197080001235,0.0024287719279527664,2.1016137452534167e-07,0.05089869350194931,0.005089869257062674,3.520520408528682e-08,3.520520264199689e-10,0.027725884690880775,1.3862942457199097,0.15729501843452454,0.0007217975798994303
547,0.001,0.05,0.05,0.13038229942321777,-1.6579575538635254,0.00013780205335933715,0.15786398947238922,0.00759230786934495,0.0016639195382595062,0.2297024428844452,0.004594048950821161,0.0016579575603827834,0.002407618798315525,2.094583493317259e-07,0.05085168778896332,0.005085168872028589,3.5377809126657667e-08,3.5377809015635364e-10,0.027725884690880775,1.3862942457199097,0.15522615611553192,0.0007131166057661176
548,0.001,0.05,0.05,0.12821555137634277,-1.6599892377853394,0.00013836502330377698,0.16150246560573578,0.007594107184559107,0.0016646657604724169,0.22587566077709198,0.0045175133273005486,0.001659989240579307,0.0024450193159282207,2.1001990546665184e-07,0.051352761685848236,0.0051352763548493385,3.5999498493310966e-08,3.599949782717715e-10,0.027725884690880775,1.3862942457199097,0.15782229602336884,0.0007129643927328289
549,0.001,0.05,0.05,0.1276092529296875,-1.662777066230774,0.00013854674762114882,0.16001439094543457,0.007571578025817871,0.0016707864124327898,0.22954915463924408,0.004590983036905527,0.0016627770382910967,0.0024315323680639267,2.1009822148698731e-07,0.051476139575242996,0.005147614050656557,3.64215715364935e-08,3.6421571314448897e-10,0.027725884690880775,1.3862942457199097,0.15974390506744385,0.0007333816029131413
550,0.001,0.05,0.05,0.12438452243804932,-1.6622775793075562,0.00013789240620099008,0.1582360565662384,0.007547201123088598,0.0016758051933720708,0.22764858603477478,0.004552971571683884,0.0016622776165604591,0.002413499401882291,2.0929645927481033e-07,0.05122224614024162,0.005122224800288677,3.606345444495673e-08,3.6063455000068245e-10,0.027725884690880775,1.3862942457199097,0.1582629680633545,0.0007205668371170759
551,0.001,0.05,0.05,0.1287837028503418,-1.6591436862945557,0.00013718601258005947,0.15485405921936035,0.007545818574726582,0.0016758342972025275,0.23231534659862518,0.004646306857466698,0.001659143716096878,0.002378112403675914,2.084726844486795e-07,0.05104918032884598,0.005104918032884598,3.546496074591232e-08,3.5464958747510877e-10,0.027725884690880775,1.3862942457199097,0.15623171627521515,0.0007259005797095597
552,0.001,0.05,0.05,0.12559258937835693,-1.6620981693267822,0.0001377823791699484,0.15738718211650848,0.007537859957665205,0.0016727496404200792,0.22951725125312805,0.0045903450809419155,0.0016620982205495238,0.0024049209896475077,2.0899247488159745e-07,0.05143740773200989,0.005143740680068731,3.545350679701187e-08,3.545350679701187e-10,0.027725884690880775,1.3862942457199097,0.15841498970985413,0.0007271795184351504
